"order_date","region","promo_group","order_count","gross_revenue","avg_order_value"
"2026-09-10 00:00:00.000","WEST","PROMOTIONAL","10","815.50","81.550000"
"2026-09-11 00:00:00.000","EAST","PROMOTIONAL","10","764.80","76.480000"
"2026-09-11 00:00:00.000","SOUT","ORGANIC","10","762.20","76.220000"
"2026-09-11 00:00:00.000","WEST","PROMOTIONAL","10","763.50","76.350000"
"2026-09-12 00:00:00.000","EAST","PROMOTIONAL","10","712.80","71.280000"
"2026-09-12 00:00:00.000","SOUT","ORGANIC","9","641.52","71.280000"
"2026-09-12 00:00:00.000","WEST","PROMOTIONAL","10","711.50","71.150000"
"2026-09-13 00:00:00.000","EAST","PROMOTIONAL","18","6044.16","335.786667"
"2026-09-13 00:00:00.000","SOUT","ORGANIC","19","6719.68","353.667368"
"2026-09-13 00:00:00.000","WEST","PROMOTIONAL","17","5978.21","351.659412"
"2026-09-14 00:00:00.000","EAST","PROMOTIONAL","19","7232.66","380.666316"
"2026-09-14 00:00:00.000","SOUT","ORGANIC","19","6625.56","348.713684"
"2026-09-14 00:00:00.000","WEST","PROMOTIONAL","20","7293.80","364.690000"
"2026-09-15 00:00:00.000","EAST","PROMOTIONAL","19","6531.70","343.773684"
"2026-09-15 00:00:00.000","SOUT","ORGANIC","20","7192.40","359.620000"
"2026-09-15 00:00:00.000","WEST","PROMOTIONAL","19","6529.23","343.643684"
"2026-09-16 00:00:00.000","EAST","PROMOTIONAL","20","7093.60","354.680000"
"2026-09-16 00:00:00.000","SOUT","ORGANIC","19","7040.00","370.526316"
"2026-09-16 00:00:00.000","WEST","PROMOTIONAL","20","7091.00","354.550000"
"2026-09-17 00:00:00.000","EAST","PROMOTIONAL","20","6989.60","349.480000"
"2026-09-17 00:00:00.000","SOUT","ORGANIC","19","6339.04","333.633684"
"2026-09-17 00:00:00.000","WEST","PROMOTIONAL","19","6943.67","365.456316"
"2026-09-18 00:00:00.000","EAST","PROMOTIONAL","19","6847.34","360.386316"
"2026-09-18 00:00:00.000","SOUT","ORGANIC","20","6890.80","344.540000"
"2026-09-18 00:00:00.000","WEST","PROMOTIONAL","19","6242.71","328.563684"
"2026-09-19 00:00:00.000","EAST","PROMOTIONAL","19","6146.38","323.493684"
"2026-09-19 00:00:00.000","SOUT","ORGANIC","19","6753.48","355.446316"
"2026-09-19 00:00:00.000","WEST","PROMOTIONAL","20","6789.40","339.470000"
"2026-09-20 00:00:00.000","EAST","PROMOTIONAL","20","6688.00","334.400000"
"2026-09-20 00:00:00.000","SOUT","ORGANIC","20","6688.00","334.400000"
"2026-09-20 00:00:00.000","WEST","PROMOTIONAL","19","6657.15","350.376316"
