"order_item_id","order_id","sku","quantity","unit_price","discount_pct"
"2646","2646","SKU-00983","3","7.74","0.0013"
"2647","2647","SKU-01000","2","7.93","0.0016"
"2648","2648","SKU-00017","1","8.12","0.0019"
"2649","2649","SKU-00034","4","8.31","0.0022"
"2650","2650","SKU-00051","3","8.50","0.0000"
"2651","2651","SKU-00068","2","8.69","0.0003"
"2652","2652","SKU-00085","1","8.88","0.0006"
"2653","2653","SKU-00102","4","9.07","0.0009"
"2654","2654","SKU-00119","3","9.26","0.0012"
"2655","2655","SKU-00136","2","9.45","0.0015"
"2656","2656","SKU-00153","1","9.64","0.0018"
"2657","2657","SKU-00170","4","9.83","0.0021"
"2658","2658","SKU-00187","3","10.02","0.0024"
"2659","2659","SKU-00204","2","10.21","0.0002"
"2660","2660","SKU-00221","1","10.40","0.0005"
"2661","2661","SKU-00238","4","10.59","0.0008"
"2662","2662","SKU-00255","3","10.78","0.0011"
"2663","2663","SKU-00272","2","10.97","0.0014"
"2664","2664","SKU-00289","1","11.16","0.0017"
"2665","2665","SKU-00306","4","11.35","0.0020"
"2666","2666","SKU-00323","3","11.54","0.0023"
"2667","2667","SKU-00340","2","11.73","0.0001"
"2668","2668","SKU-00357","1","11.92","0.0004"
"2669","2669","SKU-00374","4","12.11","0.0007"
"2670","2670","SKU-00391","3","12.30","0.0010"
"2671","2671","SKU-00408","2","12.49","0.0013"
"2672","2672","SKU-00425","1","12.68","0.0016"
"2673","2673","SKU-00442","4","12.87","0.0019"
"2674","2674","SKU-00459","3","13.06","0.0022"
"2675","2675","SKU-00476","2","13.25","0.0000"
"2676","2676","SKU-00493","1","13.44","0.0003"
"2677","2677","SKU-00510","4","13.63","0.0006"
"2678","2678","SKU-00527","3","13.82","0.0009"
"2679","2679","SKU-00544","2","14.01","0.0012"
"2680","2680","SKU-00561","1","14.20","0.0015"
"2681","2681","SKU-00578","4","14.39","0.0018"
"2682","2682","SKU-00595","3","14.58","0.0021"
"2683","2683","SKU-00612","2","14.77","0.0024"
"2684","2684","SKU-00629","1","14.96","0.0002"
"2685","2685","SKU-00646","4","15.15","0.0005"
"2686","2686","SKU-00663","3","15.34","0.0008"
"2687","2687","SKU-00680","2","15.53","0.0011"
"2688","2688","SKU-00697","1","15.72","0.0014"
"2689","2689","SKU-00714","4","15.91","0.0017"
"2690","2690","SKU-00731","3","16.10","0.0020"
"2691","2691","SKU-00748","2","16.29","0.0023"
"2692","2692","SKU-00765","1","16.48","0.0001"
"2693","2693","SKU-00782","4","16.67","0.0004"
"2694","2694","SKU-00799","3","16.86","0.0007"
"2695","2695","SKU-00816","2","17.05","0.0010"
"2696","2696","SKU-00833","1","17.24","0.0013"
"2697","2697","SKU-00850","4","17.43","0.0016"
"2698","2698","SKU-00867","3","17.62","0.0019"
"2699","2699","SKU-00884","2","17.81","0.0022"
"2700","2700","SKU-00901","1","18.00","0.0000"
"2701","2701","SKU-00918","4","18.19","0.0003"
"2702","2702","SKU-00935","3","18.38","0.0006"
"2703","2703","SKU-00952","2","18.57","0.0009"
"2704","2704","SKU-00969","1","18.76","0.0012"
"2705","2705","SKU-00986","4","18.95","0.0015"
"2706","2706","SKU-00003","3","19.14","0.0018"
"2707","2707","SKU-00020","2","19.33","0.0021"
"2708","2708","SKU-00037","1","19.52","0.0024"
"2709","2709","SKU-00054","4","19.71","0.0002"
"2710","2710","SKU-00071","3","19.90","0.0005"
"2711","2711","SKU-00088","2","20.09","0.0008"
"2712","2712","SKU-00105","1","20.28","0.0011"
"2713","2713","SKU-00122","4","20.47","0.0014"
"2714","2714","SKU-00139","3","20.66","0.0017"
"2715","2715","SKU-00156","2","20.85","0.0020"
"2716","2716","SKU-00173","1","21.04","0.0023"
"2717","2717","SKU-00190","4","21.23","0.0001"
"2718","2718","SKU-00207","3","21.42","0.0004"
"2719","2719","SKU-00224","2","21.61","0.0007"
"2720","2720","SKU-00241","1","21.80","0.0010"
"2721","2721","SKU-00258","4","21.99","0.0013"
"2722","2722","SKU-00275","3","22.18","0.0016"
"2723","2723","SKU-00292","2","22.37","0.0019"
"2724","2724","SKU-00309","1","22.56","0.0022"
"2725","2725","SKU-00326","4","22.75","0.0000"
"2726","2726","SKU-00343","3","22.94","0.0003"
"2727","2727","SKU-00360","2","23.13","0.0006"
"2728","2728","SKU-00377","1","23.32","0.0009"
"2729","2729","SKU-00394","4","23.51","0.0012"
"2730","2730","SKU-00411","3","23.70","0.0015"
"2731","2731","SKU-00428","2","23.89","0.0018"
"2732","2732","SKU-00445","1","24.08","0.0021"
"2733","2733","SKU-00462","4","24.27","0.0024"
"2734","2734","SKU-00479","3","24.46","0.0002"
"2735","2735","SKU-00496","2","24.65","0.0005"
"2736","2736","SKU-00513","1","24.84","0.0008"
"2737","2737","SKU-00530","4","25.03","0.0011"
"2738","2738","SKU-00547","3","25.22","0.0014"
"2739","2739","SKU-00564","2","25.41","0.0017"
"2740","2740","SKU-00581","1","25.60","0.0020"
"2741","2741","SKU-00598","4","25.79","0.0023"
"2742","2742","SKU-00615","3","25.98","0.0001"
"2743","2743","SKU-00632","2","26.17","0.0004"
"2744","2744","SKU-00649","1","26.36","0.0007"
"2745","2745","SKU-00666","4","26.55","0.0010"
"2746","2746","SKU-00683","3","26.74","0.0013"
"2747","2747","SKU-00700","2","26.93","0.0016"
"2748","2748","SKU-00717","1","27.12","0.0019"
"2749","2749","SKU-00734","4","27.31","0.0022"
"2750","2750","SKU-00751","3","27.50","0.0000"
"2751","2751","SKU-00768","2","27.69","0.0003"
"2752","2752","SKU-00785","1","27.88","0.0006"
"2753","2753","SKU-00802","4","28.07","0.0009"
"2754","2754","SKU-00819","3","28.26","0.0012"
"2755","2755","SKU-00836","2","28.45","0.0015"
"2756","2756","SKU-00853","1","28.64","0.0018"
"2757","2757","SKU-00870","4","28.83","0.0021"
"2758","2758","SKU-00887","3","29.02","0.0024"
"2759","2759","SKU-00904","2","29.21","0.0002"
"2760","2760","SKU-00921","1","29.40","0.0005"
"2761","2761","SKU-00938","4","29.59","0.0008"
"2762","2762","SKU-00955","3","29.78","0.0011"
"2763","2763","SKU-00972","2","29.97","0.0014"
"2764","2764","SKU-00989","1","30.16","0.0017"
"2765","2765","SKU-00006","4","30.35","0.0020"
"2766","2766","SKU-00023","3","30.54","0.0023"
"2767","2767","SKU-00040","2","30.73","0.0001"
"2768","2768","SKU-00057","1","30.92","0.0004"
"2769","2769","SKU-00074","4","31.11","0.0007"
"2770","2770","SKU-00091","3","31.30","0.0010"
"2771","2771","SKU-00108","2","31.49","0.0013"
"2772","2772","SKU-00125","1","31.68","0.0016"
"2773","2773","SKU-00142","4","31.87","0.0019"
"2774","2774","SKU-00159","3","32.06","0.0022"
"2775","2775","SKU-00176","2","32.25","0.0000"
"2776","2776","SKU-00193","1","32.44","0.0003"
"2777","2777","SKU-00210","4","32.63","0.0006"
"2778","2778","SKU-00227","3","32.82","0.0009"
"2779","2779","SKU-00244","2","33.01","0.0012"
"2780","2780","SKU-00261","1","33.20","0.0015"
"2781","2781","SKU-00278","4","33.39","0.0018"
"2782","2782","SKU-00295","3","33.58","0.0021"
"2783","2783","SKU-00312","2","33.77","0.0024"
"2784","2784","SKU-00329","1","33.96","0.0002"
"2785","2785","SKU-00346","4","34.15","0.0005"
"2786","2786","SKU-00363","3","34.34","0.0008"
"2787","2787","SKU-00380","2","34.53","0.0011"
"2788","2788","SKU-00397","1","34.72","0.0014"
"2789","2789","SKU-00414","4","34.91","0.0017"
"2790","2790","SKU-00431","3","35.10","0.0020"
"2791","2791","SKU-00448","2","35.29","0.0023"
"2792","2792","SKU-00465","1","35.48","0.0001"
"2793","2793","SKU-00482","4","35.67","0.0004"
"2794","2794","SKU-00499","3","35.86","0.0007"
"2795","2795","SKU-00516","2","36.05","0.0010"
"2796","2796","SKU-00533","1","36.24","0.0013"
"2797","2797","SKU-00550","4","36.43","0.0016"
"2798","2798","SKU-00567","3","36.62","0.0019"
"2799","2799","SKU-00584","2","36.81","0.0022"
"2800","2800","SKU-00601","1","37.00","0.0000"
"2801","2801","SKU-00618","4","37.19","0.0003"
"2802","2802","SKU-00635","3","37.38","0.0006"
"2803","2803","SKU-00652","2","37.57","0.0009"
"2804","2804","SKU-00669","1","37.76","0.0012"
"2805","2805","SKU-00686","4","37.95","0.0015"
"2806","2806","SKU-00703","3","38.14","0.0018"
"2807","2807","SKU-00720","2","38.33","0.0021"
"2808","2808","SKU-00737","1","38.52","0.0024"
"2809","2809","SKU-00754","4","38.71","0.0002"
"2810","2810","SKU-00771","3","38.90","0.0005"
"2811","2811","SKU-00788","2","39.09","0.0008"
"2812","2812","SKU-00805","1","39.28","0.0011"
"2813","2813","SKU-00822","4","39.47","0.0014"
"2814","2814","SKU-00839","3","39.66","0.0017"
"2815","2815","SKU-00856","2","39.85","0.0020"
"2816","2816","SKU-00873","1","40.04","0.0023"
"2817","2817","SKU-00890","4","40.23","0.0001"
"2818","2818","SKU-00907","3","40.42","0.0004"
"2819","2819","SKU-00924","2","40.61","0.0007"
"2820","2820","SKU-00941","1","40.80","0.0010"
"2821","2821","SKU-00958","4","40.99","0.0013"
"2822","2822","SKU-00975","3","41.18","0.0016"
"2823","2823","SKU-00992","2","41.37","0.0019"
"2824","2824","SKU-00009","1","41.56","0.0022"
"2825","2825","SKU-00026","4","41.75","0.0000"
"2826","2826","SKU-00043","3","41.94","0.0003"
"2827","2827","SKU-00060","2","42.13","0.0006"
"2828","2828","SKU-00077","1","42.32","0.0009"
"2829","2829","SKU-00094","4","42.51","0.0012"
"2830","2830","SKU-00111","3","42.70","0.0015"
"2831","2831","SKU-00128","2","42.89","0.0018"
"2832","2832","SKU-00145","1","43.08","0.0021"
"2833","2833","SKU-00162","4","43.27","0.0024"
"2834","2834","SKU-00179","3","43.46","0.0002"
"2835","2835","SKU-00196","2","43.65","0.0005"
"2836","2836","SKU-00213","1","43.84","0.0008"
"2837","2837","SKU-00230","4","44.03","0.0011"
"2838","2838","SKU-00247","3","44.22","0.0014"
"2839","2839","SKU-00264","2","44.41","0.0017"
"2840","2840","SKU-00281","1","44.60","0.0020"
"2841","2841","SKU-00298","4","44.79","0.0023"
"2842","2842","SKU-00315","3","44.98","0.0001"
"2843","2843","SKU-00332","2","45.17","0.0004"
"2844","2844","SKU-00349","1","45.36","0.0007"
"2845","2845","SKU-00366","4","45.55","0.0010"
"2846","2846","SKU-00383","3","45.74","0.0013"
"2847","2847","SKU-00400","2","45.93","0.0016"
"2848","2848","SKU-00417","1","46.12","0.0019"
"2849","2849","SKU-00434","4","46.31","0.0022"
"2850","2850","SKU-00451","3","46.50","0.0000"
"2851","2851","SKU-00468","2","46.69","0.0003"
"2852","2852","SKU-00485","1","46.88","0.0006"
"2853","2853","SKU-00502","4","47.07","0.0009"
"2854","2854","SKU-00519","3","47.26","0.0012"
"2855","2855","SKU-00536","2","47.45","0.0015"
"2856","2856","SKU-00553","1","47.64","0.0018"
"2857","2857","SKU-00570","4","47.83","0.0021"
"2858","2858","SKU-00587","3","48.02","0.0024"
"2859","2859","SKU-00604","2","48.21","0.0002"
"2860","2860","SKU-00621","1","48.40","0.0005"
"2861","2861","SKU-00638","4","48.59","0.0008"
"2862","2862","SKU-00655","3","48.78","0.0011"
"2863","2863","SKU-00672","2","48.97","0.0014"
"2864","2864","SKU-00689","1","49.16","0.0017"
"2865","2865","SKU-00706","4","49.35","0.0020"
"2866","2866","SKU-00723","3","49.54","0.0023"
"2867","2867","SKU-00740","2","49.73","0.0001"
"2868","2868","SKU-00757","1","49.92","0.0004"
"2869","2869","SKU-00774","4","50.11","0.0007"
"2870","2870","SKU-00791","3","50.30","0.0010"
"2871","2871","SKU-00808","2","50.49","0.0013"
"2872","2872","SKU-00825","1","50.68","0.0016"
"2873","2873","SKU-00842","4","50.87","0.0019"
"2874","2874","SKU-00859","3","51.06","0.0022"
"2875","2875","SKU-00876","2","51.25","0.0000"
"2876","2876","SKU-00893","1","51.44","0.0003"
"2877","2877","SKU-00910","4","51.63","0.0006"
"2878","2878","SKU-00927","3","51.82","0.0009"
"2879","2879","SKU-00944","2","52.01","0.0012"
"2880","2880","SKU-00961","1","52.20","0.0015"
"2881","2881","SKU-00978","4","52.39","0.0018"
"2882","2882","SKU-00995","3","52.58","0.0021"
"2883","2883","SKU-00012","2","52.77","0.0024"
"2884","2884","SKU-00029","1","52.96","0.0002"
"2885","2885","SKU-00046","4","53.15","0.0005"
"2886","2886","SKU-00063","3","53.34","0.0008"
"2887","2887","SKU-00080","2","53.53","0.0011"
"2888","2888","SKU-00097","1","53.72","0.0014"
"2889","2889","SKU-00114","4","53.91","0.0017"
"2890","2890","SKU-00131","3","54.10","0.0020"
"2891","2891","SKU-00148","2","54.29","0.0023"
"2892","2892","SKU-00165","1","54.48","0.0001"
"2893","2893","SKU-00182","4","54.67","0.0004"
"2894","2894","SKU-00199","3","54.86","0.0007"
"2895","2895","SKU-00216","2","55.05","0.0010"
"2896","2896","SKU-00233","1","55.24","0.0013"
"2897","2897","SKU-00250","4","55.43","0.0016"
"2898","2898","SKU-00267","3","55.62","0.0019"
"2899","2899","SKU-00284","2","55.81","0.0022"
"2900","2900","SKU-00301","1","56.00","0.0000"
"2901","2901","SKU-00318","4","56.19","0.0003"
"2902","2902","SKU-00335","3","56.38","0.0006"
"2903","2903","SKU-00352","2","56.57","0.0009"
"2904","2904","SKU-00369","1","56.76","0.0012"
"2905","2905","SKU-00386","4","56.95","0.0015"
"2906","2906","SKU-00403","3","57.14","0.0018"
"2907","2907","SKU-00420","2","57.33","0.0021"
"2908","2908","SKU-00437","1","57.52","0.0024"
"2909","2909","SKU-00454","4","57.71","0.0002"
"2910","2910","SKU-00471","3","57.90","0.0005"
"2911","2911","SKU-00488","2","58.09","0.0008"
"2912","2912","SKU-00505","1","58.28","0.0011"
"2913","2913","SKU-00522","4","58.47","0.0014"
"2914","2914","SKU-00539","3","58.66","0.0017"
"2915","2915","SKU-00556","2","58.85","0.0020"
"2916","2916","SKU-00573","1","59.04","0.0023"
"2917","2917","SKU-00590","4","59.23","0.0001"
"2918","2918","SKU-00607","3","59.42","0.0004"
"2919","2919","SKU-00624","2","59.61","0.0007"
"2920","2920","SKU-00641","1","59.80","0.0010"
"2921","2921","SKU-00658","4","59.99","0.0013"
"2922","2922","SKU-00675","3","60.18","0.0016"
"2923","2923","SKU-00692","2","60.37","0.0019"
"2924","2924","SKU-00709","1","60.56","0.0022"
"2925","2925","SKU-00726","4","60.75","0.0000"
"2926","2926","SKU-00743","3","60.94","0.0003"
"2927","2927","SKU-00760","2","61.13","0.0006"
"2928","2928","SKU-00777","1","61.32","0.0009"
"2929","2929","SKU-00794","4","61.51","0.0012"
"2930","2930","SKU-00811","3","61.70","0.0015"
"2931","2931","SKU-00828","2","61.89","0.0018"
"2932","2932","SKU-00845","1","62.08","0.0021"
"2933","2933","SKU-00862","4","62.27","0.0024"
"2934","2934","SKU-00879","3","62.46","0.0002"
"2935","2935","SKU-00896","2","62.65","0.0005"
"2936","2936","SKU-00913","1","62.84","0.0008"
"2937","2937","SKU-00930","4","63.03","0.0011"
"2938","2938","SKU-00947","3","63.22","0.0014"
"2939","2939","SKU-00964","2","63.41","0.0017"
"2940","2940","SKU-00981","1","63.60","0.0020"
"2941","2941","SKU-00998","4","63.79","0.0023"
"2942","2942","SKU-00015","3","63.98","0.0001"
"2943","2943","SKU-00032","2","64.17","0.0004"
"2944","2944","SKU-00049","1","64.36","0.0007"
"2945","2945","SKU-00066","4","64.55","0.0010"
"2946","2946","SKU-00083","3","64.74","0.0013"
"2947","2947","SKU-00100","2","64.93","0.0016"
"2948","2948","SKU-00117","1","65.12","0.0019"
"2949","2949","SKU-00134","4","65.31","0.0022"
"2950","2950","SKU-00151","3","65.50","0.0000"
"2951","2951","SKU-00168","2","65.69","0.0003"
"2952","2952","SKU-00185","1","65.88","0.0006"
"2953","2953","SKU-00202","4","66.07","0.0009"
"2954","2954","SKU-00219","3","66.26","0.0012"
"2955","2955","SKU-00236","2","66.45","0.0015"
"2956","2956","SKU-00253","1","66.64","0.0018"
"2957","2957","SKU-00270","4","66.83","0.0021"
"2958","2958","SKU-00287","3","67.02","0.0024"
"2959","2959","SKU-00304","2","67.21","0.0002"
"2960","2960","SKU-00321","1","67.40","0.0005"
"2961","2961","SKU-00338","4","67.59","0.0008"
"2962","2962","SKU-00355","3","67.78","0.0011"
"2963","2963","SKU-00372","2","67.97","0.0014"
"2964","2964","SKU-00389","1","68.16","0.0017"
"2965","2965","SKU-00406","4","68.35","0.0020"
"2966","2966","SKU-00423","3","68.54","0.0023"
"2967","2967","SKU-00440","2","68.73","0.0001"
"2968","2968","SKU-00457","1","68.92","0.0004"
"2969","2969","SKU-00474","4","69.11","0.0007"
"2970","2970","SKU-00491","3","69.30","0.0010"
"2971","2971","SKU-00508","2","69.49","0.0013"
"2972","2972","SKU-00525","1","69.68","0.0016"
"2973","2973","SKU-00542","4","69.87","0.0019"
"2974","2974","SKU-00559","3","70.06","0.0022"
"2975","2975","SKU-00576","2","70.25","0.0000"
"2976","2976","SKU-00593","1","70.44","0.0003"
"2977","2977","SKU-00610","4","70.63","0.0006"
"2978","2978","SKU-00627","3","70.82","0.0009"
"2979","2979","SKU-00644","2","71.01","0.0012"
"2980","2980","SKU-00661","1","71.20","0.0015"
"2981","2981","SKU-00678","4","71.39","0.0018"
"2982","2982","SKU-00695","3","71.58","0.0021"
"2983","2983","SKU-00712","2","71.77","0.0024"
"2984","2984","SKU-00729","1","71.96","0.0002"
"2985","2985","SKU-00746","4","72.15","0.0005"
"2986","2986","SKU-00763","3","72.34","0.0008"
"2987","2987","SKU-00780","2","72.53","0.0011"
"2988","2988","SKU-00797","1","72.72","0.0014"
"2989","2989","SKU-00814","4","72.91","0.0017"
"2990","2990","SKU-00831","3","73.10","0.0020"
"2991","2991","SKU-00848","2","73.29","0.0023"
"2992","2992","SKU-00865","1","73.48","0.0001"
"2993","2993","SKU-00882","4","73.67","0.0004"
"2994","2994","SKU-00899","3","73.86","0.0007"
"2995","2995","SKU-00916","2","74.05","0.0010"
"2996","2996","SKU-00933","1","74.24","0.0013"
"2997","2997","SKU-00950","4","74.43","0.0016"
"2998","2998","SKU-00967","3","74.62","0.0019"
"2999","2999","SKU-00984","2","74.81","0.0022"
"3000","3000","SKU-00001","1","75.00","0.0000"
"3001","3001","SKU-00018","4","75.19","0.0003"
"3002","3002","SKU-00035","3","75.38","0.0006"
"3003","3003","SKU-00052","2","75.57","0.0009"
"3004","3004","SKU-00069","1","75.76","0.0012"
"3005","3005","SKU-00086","4","75.95","0.0015"
"3006","3006","SKU-00103","3","76.14","0.0018"
"3007","3007","SKU-00120","2","76.33","0.0021"
"3008","3008","SKU-00137","1","76.52","0.0024"
"3009","3009","SKU-00154","4","76.71","0.0002"
"3010","3010","SKU-00171","3","76.90","0.0005"
"3011","3011","SKU-00188","2","77.09","0.0008"
"3012","3012","SKU-00205","1","77.28","0.0011"
"3013","3013","SKU-00222","4","77.47","0.0014"
"3014","3014","SKU-00239","3","77.66","0.0017"
"3015","3015","SKU-00256","2","77.85","0.0020"
"3016","3016","SKU-00273","1","78.04","0.0023"
"3017","3017","SKU-00290","4","78.23","0.0001"
"3018","3018","SKU-00307","3","78.42","0.0004"
"3019","3019","SKU-00324","2","78.61","0.0007"
"3020","3020","SKU-00341","1","78.80","0.0010"
"3021","3021","SKU-00358","4","78.99","0.0013"
"3022","3022","SKU-00375","3","79.18","0.0016"
"3023","3023","SKU-00392","2","79.37","0.0019"
"3024","3024","SKU-00409","1","79.56","0.0022"
"3025","3025","SKU-00426","4","79.75","0.0000"
"3026","3026","SKU-00443","3","79.94","0.0003"
"3027","3027","SKU-00460","2","80.13","0.0006"
"3028","3028","SKU-00477","1","80.32","0.0009"
"3029","3029","SKU-00494","4","80.51","0.0012"
"3030","3030","SKU-00511","3","80.70","0.0015"
"3031","3031","SKU-00528","2","80.89","0.0018"
"3032","3032","SKU-00545","1","81.08","0.0021"
"3033","3033","SKU-00562","4","81.27","0.0024"
"3034","3034","SKU-00579","3","81.46","0.0002"
"3035","3035","SKU-00596","2","81.65","0.0005"
"3036","3036","SKU-00613","1","81.84","0.0008"
"3037","3037","SKU-00630","4","82.03","0.0011"
"3038","3038","SKU-00647","3","82.22","0.0014"
"3039","3039","SKU-00664","2","82.41","0.0017"
"3040","3040","SKU-00681","1","82.60","0.0020"
"3041","3041","SKU-00698","4","82.79","0.0023"
"3042","3042","SKU-00715","3","82.98","0.0001"
"3043","3043","SKU-00732","2","83.17","0.0004"
"3044","3044","SKU-00749","1","83.36","0.0007"
"3045","3045","SKU-00766","4","83.55","0.0010"
"3046","3046","SKU-00783","3","83.74","0.0013"
"3047","3047","SKU-00800","2","83.93","0.0016"
"3048","3048","SKU-00817","1","84.12","0.0019"
"3049","3049","SKU-00834","4","84.31","0.0022"
"3050","3050","SKU-00851","3","84.50","0.0000"
"3051","3051","SKU-00868","2","84.69","0.0003"
"3052","3052","SKU-00885","1","84.88","0.0006"
"3053","3053","SKU-00902","4","85.07","0.0009"
"3054","3054","SKU-00919","3","85.26","0.0012"
"3055","3055","SKU-00936","2","85.45","0.0015"
"3056","3056","SKU-00953","1","85.64","0.0018"
"3057","3057","SKU-00970","4","85.83","0.0021"
"3058","3058","SKU-00987","3","86.02","0.0024"
"3059","3059","SKU-00004","2","86.21","0.0002"
"3060","3060","SKU-00021","1","86.40","0.0005"
"3061","3061","SKU-00038","4","86.59","0.0008"
"3062","3062","SKU-00055","3","86.78","0.0011"
"3063","3063","SKU-00072","2","86.97","0.0014"
"3064","3064","SKU-00089","1","87.16","0.0017"
"3065","3065","SKU-00106","4","87.35","0.0020"
"3066","3066","SKU-00123","3","87.54","0.0023"
"3067","3067","SKU-00140","2","87.73","0.0001"
"3068","3068","SKU-00157","1","87.92","0.0004"
"3069","3069","SKU-00174","4","88.11","0.0007"
"3070","3070","SKU-00191","3","88.30","0.0010"
"3071","3071","SKU-00208","2","88.49","0.0013"
"3072","3072","SKU-00225","1","88.68","0.0016"
"3073","3073","SKU-00242","4","88.87","0.0019"
"3074","3074","SKU-00259","3","89.06","0.0022"
"3075","3075","SKU-00276","2","89.25","0.0000"
"3076","3076","SKU-00293","1","89.44","0.0003"
"3077","3077","SKU-00310","4","89.63","0.0006"
"3078","3078","SKU-00327","3","89.82","0.0009"
"3079","3079","SKU-00344","2","90.01","0.0012"
"3080","3080","SKU-00361","1","90.20","0.0015"
"3081","3081","SKU-00378","4","90.39","0.0018"
"3082","3082","SKU-00395","3","90.58","0.0021"
"3083","3083","SKU-00412","2","90.77","0.0024"
"3084","3084","SKU-00429","1","90.96","0.0002"
"3085","3085","SKU-00446","4","91.15","0.0005"
"3086","3086","SKU-00463","3","91.34","0.0008"
"3087","3087","SKU-00480","2","91.53","0.0011"
"3088","3088","SKU-00497","1","91.72","0.0014"
"3089","3089","SKU-00514","4","91.91","0.0017"
"3090","3090","SKU-00531","3","92.10","0.0020"
"3091","3091","SKU-00548","2","92.29","0.0023"
"3092","3092","SKU-00565","1","92.48","0.0001"
"3093","3093","SKU-00582","4","92.67","0.0004"
"3094","3094","SKU-00599","3","92.86","0.0007"
"3095","3095","SKU-00616","2","93.05","0.0010"
"3096","3096","SKU-00633","1","93.24","0.0013"
"3097","3097","SKU-00650","4","93.43","0.0016"
"3098","3098","SKU-00667","3","93.62","0.0019"
"3099","3099","SKU-00684","2","93.81","0.0022"
"3100","3100","SKU-00701","1","94.00","0.0000"
"3101","3101","SKU-00718","4","94.19","0.0003"
"3102","3102","SKU-00735","3","94.38","0.0006"
"3103","3103","SKU-00752","2","94.57","0.0009"
"3104","3104","SKU-00769","1","94.76","0.0012"
"3105","3105","SKU-00786","4","94.95","0.0015"
"3106","3106","SKU-00803","3","95.14","0.0018"
"3107","3107","SKU-00820","2","95.33","0.0021"
"3108","3108","SKU-00837","1","95.52","0.0024"
"3109","3109","SKU-00854","4","95.71","0.0002"
"3110","3110","SKU-00871","3","95.90","0.0005"
"3111","3111","SKU-00888","2","96.09","0.0008"
"3112","3112","SKU-00905","1","96.28","0.0011"
"3113","3113","SKU-00922","4","96.47","0.0014"
"3114","3114","SKU-00939","3","96.66","0.0017"
"3115","3115","SKU-00956","2","96.85","0.0020"
"3116","3116","SKU-00973","1","97.04","0.0023"
"3117","3117","SKU-00990","4","97.23","0.0001"
"3118","3118","SKU-00007","3","97.42","0.0004"
"3119","3119","SKU-00024","2","97.61","0.0007"
"3120","3120","SKU-00041","1","97.80","0.0010"
"3121","3121","SKU-00058","4","97.99","0.0013"
"3122","3122","SKU-00075","3","98.18","0.0016"
"3123","3123","SKU-00092","2","98.37","0.0019"
"3124","3124","SKU-00109","1","98.56","0.0022"
"3125","3125","SKU-00126","4","98.75","0.0000"
"3126","3126","SKU-00143","3","98.94","0.0003"
"3127","3127","SKU-00160","2","99.13","0.0006"
"3128","3128","SKU-00177","1","99.32","0.0009"
"3129","3129","SKU-00194","4","99.51","0.0012"
"3130","3130","SKU-00211","3","99.70","0.0015"
"3131","3131","SKU-00228","2","99.89","0.0018"
"3132","3132","SKU-00245","1","100.08","0.0021"
"3133","3133","SKU-00262","4","100.27","0.0024"
"3134","3134","SKU-00279","3","100.46","0.0002"
"3135","3135","SKU-00296","2","100.65","0.0005"
"3136","3136","SKU-00313","1","100.84","0.0008"
"3137","3137","SKU-00330","4","101.03","0.0011"
"3138","3138","SKU-00347","3","101.22","0.0014"
"3139","3139","SKU-00364","2","101.41","0.0017"
"3140","3140","SKU-00381","1","101.60","0.0020"
"3141","3141","SKU-00398","4","101.79","0.0023"
"3142","3142","SKU-00415","3","101.98","0.0001"
"3143","3143","SKU-00432","2","102.17","0.0004"
"3144","3144","SKU-00449","1","102.36","0.0007"
"3145","3145","SKU-00466","4","102.55","0.0010"
"3146","3146","SKU-00483","3","102.74","0.0013"
"3147","3147","SKU-00500","2","102.93","0.0016"
"3148","3148","SKU-00517","1","103.12","0.0019"
"3149","3149","SKU-00534","4","103.31","0.0022"
"3150","3150","SKU-00551","3","103.50","0.0000"
"3151","3151","SKU-00568","2","103.69","0.0003"
"3152","3152","SKU-00585","1","103.88","0.0006"
"3153","3153","SKU-00602","4","104.07","0.0009"
"3154","3154","SKU-00619","3","104.26","0.0012"
"3155","3155","SKU-00636","2","104.45","0.0015"
"3156","3156","SKU-00653","1","104.64","0.0018"
"3157","3157","SKU-00670","4","104.83","0.0021"
"3158","3158","SKU-00687","3","105.02","0.0024"
"3159","3159","SKU-00704","2","105.21","0.0002"
"3160","3160","SKU-00721","1","105.40","0.0005"
"3161","3161","SKU-00738","4","105.59","0.0008"
"3162","3162","SKU-00755","3","105.78","0.0011"
"3163","3163","SKU-00772","2","105.97","0.0014"
"3164","3164","SKU-00789","1","106.16","0.0017"
"3165","3165","SKU-00806","4","106.35","0.0020"
"3166","3166","SKU-00823","3","106.54","0.0023"
"3167","3167","SKU-00840","2","106.73","0.0001"
"3168","3168","SKU-00857","1","106.92","0.0004"
"3169","3169","SKU-00874","4","107.11","0.0007"
"3170","3170","SKU-00891","3","107.30","0.0010"
"3171","3171","SKU-00908","2","107.49","0.0013"
"3172","3172","SKU-00925","1","107.68","0.0016"
"3173","3173","SKU-00942","4","107.87","0.0019"
"3174","3174","SKU-00959","3","108.06","0.0022"
"3175","3175","SKU-00976","2","108.25","0.0000"
"3176","3176","SKU-00993","1","108.44","0.0003"
"3177","3177","SKU-00010","4","108.63","0.0006"
"3178","3178","SKU-00027","3","108.82","0.0009"
"3179","3179","SKU-00044","2","109.01","0.0012"
"3180","3180","SKU-00061","1","109.20","0.0015"
"3181","3181","SKU-00078","4","109.39","0.0018"
"3182","3182","SKU-00095","3","109.58","0.0021"
