"order_id","customer_id","order_ts","order_status","order_total","sales_channel","attrs","order_date"
"1340","140","2026-08-18 05:12:41.437","PLACED","199.20","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-18"
"1341","141","2026-08-18 04:35:41.437","SHIPPED","199.33","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-18"
"1342","142","2026-08-18 03:58:41.437","DELIVERED","199.46","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-18"
"1343","143","2026-08-18 03:21:41.437","CANCELLED","199.59","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-18"
"1344","144","2026-08-18 02:44:41.437","PLACED","199.72","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-18"
"1345","145","2026-08-18 02:07:41.437","SHIPPED","199.85","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-18"
"1346","146","2026-08-18 01:30:41.437","DELIVERED","199.98","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-18"
"1347","147","2026-08-18 00:53:41.437","CANCELLED","200.11","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-18"
"1348","148","2026-08-18 00:16:41.437","PLACED","200.24","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-18"
"1349","149","2026-08-17 23:39:41.437","SHIPPED","200.37","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-17"
"1350","150","2026-08-17 23:02:41.437","DELIVERED","200.50","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-17"
"1351","151","2026-08-17 22:25:41.437","CANCELLED","200.63","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-17"
"1352","152","2026-08-17 21:48:41.437","PLACED","200.76","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-17"
"1353","153","2026-08-17 21:11:41.437","SHIPPED","200.89","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-17"
"1354","154","2026-08-17 20:34:41.437","DELIVERED","201.02","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-17"
"1355","155","2026-08-17 19:57:41.437","CANCELLED","201.15","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-17"
"1356","156","2026-08-17 19:20:41.437","PLACED","201.28","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-17"
"1357","157","2026-08-17 18:43:41.437","SHIPPED","201.41","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-17"
"1358","158","2026-08-17 18:06:41.437","DELIVERED","201.54","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-17"
"1359","159","2026-08-17 17:29:41.437","CANCELLED","201.67","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-17"
"1360","160","2026-08-17 16:52:41.437","PLACED","201.80","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-17"
"1361","161","2026-08-17 16:15:41.437","SHIPPED","201.93","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-17"
"1362","162","2026-08-17 15:38:41.437","DELIVERED","202.06","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-17"
"1363","163","2026-08-17 15:01:41.437","CANCELLED","202.19","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-17"
"1364","164","2026-08-17 14:24:41.437","PLACED","202.32","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-17"
"1365","165","2026-08-17 13:47:41.437","SHIPPED","202.45","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-17"
"1366","166","2026-08-17 13:10:41.437","DELIVERED","202.58","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-17"
"1367","167","2026-08-17 12:33:41.437","CANCELLED","202.71","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-17"
"1368","168","2026-08-17 11:56:41.437","PLACED","202.84","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-17"
"1369","169","2026-08-17 11:19:41.437","SHIPPED","202.97","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-17"
"1370","170","2026-08-17 10:42:41.437","DELIVERED","203.10","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-17"
"1371","171","2026-08-17 10:05:41.437","CANCELLED","203.23","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-17"
"1372","172","2026-08-17 09:28:41.437","PLACED","203.36","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-17"
"1373","173","2026-08-17 08:51:41.437","SHIPPED","203.49","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-17"
"1374","174","2026-08-17 08:14:41.437","DELIVERED","203.62","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-17"
"1375","175","2026-08-17 07:37:41.437","CANCELLED","203.75","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-17"
"1376","176","2026-08-17 07:00:41.437","PLACED","203.88","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-17"
"1377","177","2026-08-17 06:23:41.437","SHIPPED","204.01","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-17"
"1378","178","2026-08-17 05:46:41.437","DELIVERED","204.14","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-17"
"1379","179","2026-08-17 05:09:41.437","CANCELLED","204.27","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-17"
"1380","180","2026-08-17 04:32:41.437","PLACED","204.40","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-17"
"1381","181","2026-08-17 03:55:41.437","SHIPPED","204.53","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-17"
"1382","182","2026-08-17 03:18:41.437","DELIVERED","204.66","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-17"
"1383","183","2026-08-17 02:41:41.437","CANCELLED","204.79","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-17"
"1384","184","2026-08-17 02:04:41.437","PLACED","204.92","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-17"
"1385","185","2026-08-17 01:27:41.437","SHIPPED","205.05","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-17"
"1386","186","2026-08-17 00:50:41.437","DELIVERED","205.18","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-17"
"1387","187","2026-08-17 00:13:41.437","CANCELLED","205.31","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-17"
"1388","188","2026-08-16 23:36:41.437","PLACED","205.44","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-16"
"1389","189","2026-08-16 22:59:41.437","SHIPPED","205.57","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-16"
"1390","190","2026-08-16 22:22:41.437","DELIVERED","205.70","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-16"
"1391","191","2026-08-16 21:45:41.437","CANCELLED","205.83","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-16"
"1392","192","2026-08-16 21:08:41.437","PLACED","205.96","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-16"
"1393","193","2026-08-16 20:31:41.437","SHIPPED","206.09","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-16"
"1394","194","2026-08-16 19:54:41.437","DELIVERED","206.22","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-16"
"1395","195","2026-08-16 19:17:41.437","CANCELLED","206.35","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-16"
"1396","196","2026-08-16 18:40:41.437","PLACED","206.48","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-16"
"1397","197","2026-08-16 18:03:41.437","SHIPPED","206.61","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-16"
"1398","198","2026-08-16 17:26:41.437","DELIVERED","206.74","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-16"
"1399","199","2026-08-16 16:49:41.437","CANCELLED","206.87","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-16"
"1400","200","2026-08-16 16:12:41.437","PLACED","207.00","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-16"
"1401","1","2026-08-16 15:35:41.437","SHIPPED","207.13","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-16"
"1402","2","2026-08-16 14:58:41.437","DELIVERED","207.26","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-16"
"1403","3","2026-08-16 14:21:41.437","CANCELLED","207.39","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-16"
"1404","4","2026-08-16 13:44:41.437","PLACED","207.52","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-16"
"1405","5","2026-08-16 13:07:41.437","SHIPPED","207.65","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-16"
"1406","6","2026-08-16 12:30:41.437","DELIVERED","207.78","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-16"
"1407","7","2026-08-16 11:53:41.437","CANCELLED","207.91","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-16"
"1408","8","2026-08-16 11:16:41.437","PLACED","208.04","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-16"
"1409","9","2026-08-16 10:39:41.437","SHIPPED","208.17","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-16"
"1410","10","2026-08-16 10:02:41.437","DELIVERED","208.30","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-16"
"1411","11","2026-08-16 09:25:41.437","CANCELLED","208.43","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-16"
"1412","12","2026-08-16 08:48:41.437","PLACED","208.56","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-16"
"1413","13","2026-08-16 08:11:41.437","SHIPPED","208.69","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-16"
"1414","14","2026-08-16 07:34:41.437","DELIVERED","208.82","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-16"
"1415","15","2026-08-16 06:57:41.437","CANCELLED","208.95","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-16"
"1416","16","2026-08-16 06:20:41.437","PLACED","209.08","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-16"
"1417","17","2026-08-16 05:43:41.437","SHIPPED","209.21","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-16"
"1418","18","2026-08-16 05:06:41.437","DELIVERED","209.34","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-16"
"1419","19","2026-08-16 04:29:41.437","CANCELLED","209.47","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-16"
"1420","20","2026-08-16 03:52:41.437","PLACED","209.60","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-16"
"1421","21","2026-08-16 03:15:41.437","SHIPPED","209.73","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-16"
"1422","22","2026-08-16 02:38:41.437","DELIVERED","209.86","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-16"
"1423","23","2026-08-16 02:01:41.437","CANCELLED","209.99","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-16"
"1424","24","2026-08-16 01:24:41.437","PLACED","210.12","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-16"
"1425","25","2026-08-16 00:47:41.437","SHIPPED","210.25","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-16"
"1426","26","2026-08-16 00:10:41.437","DELIVERED","210.38","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-16"
"1427","27","2026-08-15 23:33:41.437","CANCELLED","210.51","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-15"
"1428","28","2026-08-15 22:56:41.437","PLACED","210.64","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-15"
"1429","29","2026-08-15 22:19:41.437","SHIPPED","210.77","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-15"
"1430","30","2026-08-15 21:42:41.437","DELIVERED","210.90","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-15"
"1431","31","2026-08-15 21:05:41.437","CANCELLED","211.03","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-15"
"1432","32","2026-08-15 20:28:41.437","PLACED","211.16","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-15"
"1433","33","2026-08-15 19:51:41.437","SHIPPED","211.29","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-15"
"1434","34","2026-08-15 19:14:41.437","DELIVERED","211.42","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-15"
"1435","35","2026-08-15 18:37:41.437","CANCELLED","211.55","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-15"
"1436","36","2026-08-15 18:00:41.437","PLACED","211.68","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-15"
"1437","37","2026-08-15 17:23:41.437","SHIPPED","211.81","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-15"
"1438","38","2026-08-15 16:46:41.437","DELIVERED","211.94","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-15"
"1439","39","2026-08-15 16:09:41.437","CANCELLED","212.07","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-15"
"1440","40","2026-08-15 15:32:41.437","PLACED","212.20","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-15"
"1441","41","2026-08-15 14:55:41.437","SHIPPED","212.33","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-15"
"1442","42","2026-08-15 14:18:41.437","DELIVERED","212.46","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-15"
"1443","43","2026-08-15 13:41:41.437","CANCELLED","212.59","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-15"
"1444","44","2026-08-15 13:04:41.437","PLACED","212.72","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-15"
"1445","45","2026-08-15 12:27:41.437","SHIPPED","212.85","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-15"
"1446","46","2026-08-15 11:50:41.437","DELIVERED","212.98","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-15"
"1447","47","2026-08-15 11:13:41.437","CANCELLED","213.11","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-15"
"1448","48","2026-08-15 10:36:41.437","PLACED","213.24","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-15"
"1449","49","2026-08-15 09:59:41.437","SHIPPED","213.37","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-15"
"1450","50","2026-08-15 09:22:41.437","DELIVERED","213.50","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-15"
"1451","51","2026-08-15 08:45:41.437","CANCELLED","213.63","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-15"
"1452","52","2026-08-15 08:08:41.437","PLACED","213.76","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-15"
"1453","53","2026-08-15 07:31:41.437","SHIPPED","213.89","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-15"
"1454","54","2026-08-15 06:54:41.437","DELIVERED","214.02","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-15"
"1455","55","2026-08-15 06:17:41.437","CANCELLED","214.15","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-15"
"1456","56","2026-08-15 05:40:41.437","PLACED","214.28","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-15"
"1457","57","2026-08-15 05:03:41.437","SHIPPED","214.41","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-15"
"1458","58","2026-08-15 04:26:41.437","DELIVERED","214.54","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-15"
"1459","59","2026-08-15 03:49:41.437","CANCELLED","214.67","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-15"
"1460","60","2026-08-15 03:12:41.437","PLACED","214.80","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-15"
"1461","61","2026-08-15 02:35:41.437","SHIPPED","214.93","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-15"
"1462","62","2026-08-15 01:58:41.437","DELIVERED","215.06","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-15"
"1463","63","2026-08-15 01:21:41.437","CANCELLED","215.19","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-15"
"1464","64","2026-08-15 00:44:41.437","PLACED","215.32","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-15"
"1465","65","2026-08-15 00:07:41.437","SHIPPED","215.45","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-15"
"1466","66","2026-08-14 23:30:41.437","DELIVERED","215.58","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-14"
"1467","67","2026-08-14 22:53:41.437","CANCELLED","215.71","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-14"
"1468","68","2026-08-14 22:16:41.437","PLACED","215.84","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-14"
"1469","69","2026-08-14 21:39:41.437","SHIPPED","215.97","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-14"
"1470","70","2026-08-14 21:02:41.437","DELIVERED","216.10","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-14"
"1471","71","2026-08-14 20:25:41.437","CANCELLED","216.23","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-14"
"1472","72","2026-08-14 19:48:41.437","PLACED","216.36","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-14"
"1473","73","2026-08-14 19:11:41.437","SHIPPED","216.49","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-14"
"1474","74","2026-08-14 18:34:41.437","DELIVERED","216.62","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-14"
"1475","75","2026-08-14 17:57:41.437","CANCELLED","216.75","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-14"
"1476","76","2026-08-14 17:20:41.437","PLACED","216.88","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-14"
"1477","77","2026-08-14 16:43:41.437","SHIPPED","217.01","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-14"
"1478","78","2026-08-14 16:06:41.437","DELIVERED","217.14","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-14"
"1479","79","2026-08-14 15:29:41.437","CANCELLED","217.27","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-14"
"1480","80","2026-08-14 14:52:41.437","PLACED","217.40","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-14"
"1481","81","2026-08-14 14:15:41.437","SHIPPED","217.53","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-14"
"1482","82","2026-08-14 13:38:41.437","DELIVERED","217.66","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-14"
"1483","83","2026-08-14 13:01:41.437","CANCELLED","217.79","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-14"
"1484","84","2026-08-14 12:24:41.437","PLACED","217.92","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-14"
"1485","85","2026-08-14 11:47:41.437","SHIPPED","218.05","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-14"
"1486","86","2026-08-14 11:10:41.437","DELIVERED","218.18","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-14"
"1487","87","2026-08-14 10:33:41.437","CANCELLED","218.31","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-14"
"1488","88","2026-08-14 09:56:41.437","PLACED","218.44","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-14"
"1489","89","2026-08-14 09:19:41.437","SHIPPED","218.57","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-14"
"1490","90","2026-08-14 08:42:41.437","DELIVERED","218.70","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-14"
"1491","91","2026-08-14 08:05:41.437","CANCELLED","218.83","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-14"
"1492","92","2026-08-14 07:28:41.437","PLACED","218.96","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-14"
"1493","93","2026-08-14 06:51:41.437","SHIPPED","219.09","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-14"
"1494","94","2026-08-14 06:14:41.437","DELIVERED","219.22","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-14"
"1495","95","2026-08-14 05:37:41.437","CANCELLED","219.35","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-14"
"1496","96","2026-08-14 05:00:41.437","PLACED","219.48","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-14"
"1497","97","2026-08-14 04:23:41.437","SHIPPED","219.61","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-14"
"1498","98","2026-08-14 03:46:41.437","DELIVERED","219.74","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-14"
"1499","99","2026-08-14 03:09:41.437","CANCELLED","219.87","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-14"
"1500","100","2026-08-14 02:32:41.437","PLACED","220.00","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-14"
"1501","101","2026-08-14 01:55:41.437","SHIPPED","220.13","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-14"
"1502","102","2026-08-14 01:18:41.437","DELIVERED","220.26","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-14"
"1503","103","2026-08-14 00:41:41.437","CANCELLED","220.39","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-14"
"1504","104","2026-08-14 00:04:41.437","PLACED","220.52","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-14"
"1505","105","2026-08-13 23:27:41.437","SHIPPED","220.65","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-13"
"1506","106","2026-08-13 22:50:41.437","DELIVERED","220.78","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-13"
"1507","107","2026-08-13 22:13:41.437","CANCELLED","220.91","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-13"
"1508","108","2026-08-13 21:36:41.437","PLACED","221.04","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-13"
"1509","109","2026-08-13 20:59:41.437","SHIPPED","221.17","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-13"
"1510","110","2026-08-13 20:22:41.437","DELIVERED","221.30","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-13"
"1511","111","2026-08-13 19:45:41.437","CANCELLED","221.43","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-13"
"1512","112","2026-08-13 19:08:41.437","PLACED","221.56","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-13"
"1513","113","2026-08-13 18:31:41.437","SHIPPED","221.69","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-13"
"1514","114","2026-08-13 17:54:41.437","DELIVERED","221.82","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-13"
"1515","115","2026-08-13 17:17:41.437","CANCELLED","221.95","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-13"
"1516","116","2026-08-13 16:40:41.437","PLACED","222.08","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-13"
"1517","117","2026-08-13 16:03:41.437","SHIPPED","222.21","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-13"
"1518","118","2026-08-13 15:26:41.437","DELIVERED","222.34","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-13"
"1519","119","2026-08-13 14:49:41.437","CANCELLED","222.47","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-13"
"1520","120","2026-08-13 14:12:41.437","PLACED","222.60","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-13"
"1521","121","2026-08-13 13:35:41.437","SHIPPED","222.73","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-13"
"1522","122","2026-08-13 12:58:41.437","DELIVERED","222.86","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-13"
"1523","123","2026-08-13 12:21:41.437","CANCELLED","222.99","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-13"
"1524","124","2026-08-13 11:44:41.437","PLACED","223.12","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-13"
"1525","125","2026-08-13 11:07:41.437","SHIPPED","223.25","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-13"
"1526","126","2026-08-13 10:30:41.437","DELIVERED","223.38","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-13"
"1527","127","2026-08-13 09:53:41.437","CANCELLED","223.51","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-13"
"1528","128","2026-08-13 09:16:41.437","PLACED","223.64","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-13"
"1529","129","2026-08-13 08:39:41.437","SHIPPED","223.77","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-13"
"1530","130","2026-08-13 08:02:41.437","DELIVERED","223.90","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-13"
"1531","131","2026-08-13 07:25:41.437","CANCELLED","224.03","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-13"
"1532","132","2026-08-13 06:48:41.437","PLACED","224.16","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-13"
"1533","133","2026-08-13 06:11:41.437","SHIPPED","224.29","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-13"
"1534","134","2026-08-13 05:34:41.437","DELIVERED","224.42","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-13"
"1535","135","2026-08-13 04:57:41.437","CANCELLED","224.55","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-13"
"1536","136","2026-08-13 04:20:41.437","PLACED","224.68","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-13"
"1537","137","2026-08-13 03:43:41.437","SHIPPED","224.81","app","{""device"":""mobile"",""promo"":""WELCOME10""}","2026-08-13"
"1538","138","2026-08-13 03:06:41.437","DELIVERED","224.94","store","{""device"":""tablet"",""promo"":""SPRING15""}","2026-08-13"
"1539","139","2026-08-13 02:29:41.437","CANCELLED","225.07","web","{""device"":""desktop"",""promo"":""LOYALTY5""}","2026-08-13"
"1540","140","2026-08-13 01:52:41.437","PLACED","225.20","app","{""device"":""mobile"",""promo"":""NONE""}","2026-08-13"
"1541","141","2026-08-13 01:15:41.437","SHIPPED","225.33","store","{""device"":""tablet"",""promo"":""WELCOME10""}","2026-08-13"
"1542","142","2026-08-13 00:38:41.437","DELIVERED","225.46","web","{""device"":""desktop"",""promo"":""SPRING15""}","2026-08-13"
"1543","143","2026-08-13 00:01:41.437","CANCELLED","225.59","app","{""device"":""mobile"",""promo"":""LOYALTY5""}","2026-08-13"
"1544","144","2026-08-12 23:24:41.437","PLACED","225.72","store","{""device"":""tablet"",""promo"":""NONE""}","2026-08-12"
"1545","145","2026-08-12 22:47:41.437","SHIPPED","225.85","web","{""device"":""desktop"",""promo"":""WELCOME10""}","2026-08-12"
"1546","146","2026-08-12 22:10:41.437","DELIVERED","225.98","app","{""device"":""mobile"",""promo"":""SPRING15""}","2026-08-12"
"1547","147","2026-08-12 21:33:41.437","CANCELLED","226.11","store","{""device"":""tablet"",""promo"":""LOYALTY5""}","2026-08-12"
"1548","148","2026-08-12 20:56:41.437","PLACED","226.24","web","{""device"":""desktop"",""promo"":""NONE""}","2026-08-12"
